loan_application_id,applicant_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
d68fafda-edad-11ea-9938-25086a567840,1107910,24,new vehicle,1193000,1,,1,0,,2,all loans at this bank paid back duly,1
d68fb05c-edad-11ea-b622-46bbef513d40,1286651,60,business,7297000,4,,1,0,,1,existing loans paid back duly till now,1
d68fb0de-edad-11ea-9336-32bd42489178,1386565,30,electronic equipment,2831000,4,car or other,0,0,,1,critical/pending loans at other banks,0
d68fb160-edad-11ea-a23d-16fbdce17e58,1782237,24,electronic equipment,1258000,3,car or other,0,0,,1,existing loans paid back duly till now,0
d68fb1e2-edad-11ea-929d-358bf5ff6355,1755205,6,electronic equipment,753000,2,real estate,0,1,,1,existing loans paid back duly till now,0
d68fb264-edad-11ea-bcad-5007c13637aa,1570934,18,business,2427000,4,building society savings agreement/life insurance,0,0,,2,delay in paying off loans in the past,0
d68fb2e6-edad-11ea-ae80-17d7a8197650,1825579,24,new vehicle,2538000,4,car or other,0,0,,2,delay in paying off loans in the past,1
d68fb368-edad-11ea-9e34-090b35da367a,1705740,15,new vehicle,1264000,2,building society savings agreement/life insurance,0,0,,1,all loans at this bank paid back duly,1
d68fb3ea-edad-11ea-8b62-10c102a56fe3,1466304,30,FF&E,8386000,2,building society savings agreement/life insurance,0,0,,1,critical/pending loans at other banks,1
d68fb46c-edad-11ea-9522-485b08edcb61,1880388,48,business,4844000,3,car or other,0,0,bank,1,existing loans paid back duly till now,1
d68fb4ee-edad-11ea-ade2-2112445a5325,1782965,21,new vehicle,2923000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
d68fb57a-edad-11ea-835d-0eaaecc1066c,1775563,36,used vehicle,8229000,2,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,1
d68fb5fc-edad-11ea-8cc1-1d43c9a02568,1355517,24,FF&E,2028000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68fb67e-edad-11ea-8d5a-29f542a3a609,1490831,15,FF&E,1433000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68fb700-edad-11ea-b528-09bb189f2590,1902571,42,business,6289000,2,building society savings agreement/life insurance,0,0,,2,no loans taken/all loans paid back duly,0
d68fb782-edad-11ea-9ae1-1f2b603d6443,1555553,13,electronic equipment,1409000,2,real estate,0,0,,1,existing loans paid back duly till now,0
d68fb804-edad-11ea-9392-40d29f052bf4,1633096,24,used vehicle,6579000,4,,0,0,,1,existing loans paid back duly till now,0
d68fb886-edad-11ea-9d9a-524c8d98fc00,1866309,24,electronic equipment,1743000,4,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68fb912-edad-11ea-a2a8-40ec8a427ec2,1354034,12,education,3565000,2,building society savings agreement/life insurance,0,0,,2,critical/pending loans at other banks,0
d68fb99e-edad-11ea-b9a9-15d10df9edbb,1365267,15,electronic equipment,1569000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,0
d68fba20-edad-11ea-bb04-189bfb8e51dd,1237705,18,electronic equipment,1936000,2,car or other,0,0,,2,existing loans paid back duly till now,0
d68fbaa2-edad-11ea-b849-58397a50baa9,1609685,36,FF&E,3959000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68fbb24-edad-11ea-8782-4ba4a1f08b11,1615010,12,new vehicle,2390000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68fbba6-edad-11ea-80fe-30b2f9300e3d,1880194,12,FF&E,1736000,3,real estate,0,0,,1,existing loans paid back duly till now,0
d68fbc28-edad-11ea-bc62-4240ac0824fa,1114064,30,used vehicle,3857000,4,building society savings agreement/life insurance,0,0,,1,existing loans paid back duly till now,0
d68fbcaa-edad-11ea-aafc-2de1139e42cd,1758046,12,electronic equipment,804000,4,car or other,0,0,,1,existing loans paid back duly till now,0
d68fbd2c-edad-11ea-b49e-2894666f2df6,1824545,45,electronic equipment,1845000,4,,0,0,,1,existing loans paid back duly till now,1
d68fbdae-edad-11ea-a2ea-1c661d77d225,1660770,45,used vehicle,4576000,3,car or other,0,0,,1,critical/pending loans at other banks,0
